latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
5.1991,14.6302,327.73,1.02,1.01,2022-02-26,0924,T,79,6.1NRT,306.37,15.57,D
3.89594,22.58923,317.93,2.68,1.57,2022-02-26,0924,T,69,6.1NRT,292.65,35.28,D
3.8922,22.61328,335.09,2.69,1.57,2022-02-26,0924,T,76,6.1NRT,293.63,119.3,D
3.87822,22.61094,314.84,2.69,1.57,2022-02-26,0924,T,53,6.1NRT,292.24,21.72,D
4.40388,18.96319,323.23,1.39,1.17,2022-02-26,0924,T,63,6.1NRT,298.54,19.6,D
5.01096,14.72032,316.18,1.01,1.01,2022-02-26,0924,T,47,6.1NRT,301.68,5.05,D
4.86922,15.43945,316.76,1,1,2022-02-26,0924,T,44,6.1NRT,303.77,5.41,D
4.2931,19.0171,319.46,1.4,1.17,2022-02-26,0924,T,59,6.1NRT,298.63,8.94,D
5.55284,10.01182,320.62,1.89,1.34,2022-02-26,0924,T,52,6.1NRT,304.72,19.88,D
4.81364,14.87257,317.8,1.01,1,2022-02-26,0924,T,60,6.1NRT,300.84,6.57,D
4.81232,14.88154,316.72,1.01,1,2022-02-26,0924,T,53,6.1NRT,299.88,5.39,D
4.89231,14.20635,317.2,1.04,1.02,2022-02-26,0924,T,55,6.1NRT,303.85,4.55,D
4.2557,17.76549,316.99,1.18,1.08,2022-02-26,0924,T,32,6.1NRT,301.71,9.1,D
3.95617,19.06452,335.13,1.43,1.18,2022-02-26,0924,T,86,6.1NRT,296.74,44.4,D
3.95422,19.07725,319.74,1.43,1.18,2022-02-26,0924,T,47,6.1NRT,295.52,13.22,D
4.51893,15.12217,319.79,1,1,2022-02-26,0924,T,50,6.1NRT,303.54,6.98,D
4.24916,15.83322,337.76,1.01,1,2022-02-26,0924,T,88,6.1NRT,309.74,27.4,D
4.24783,15.84221,324.98,1.01,1,2022-02-26,0924,T,49,6.1NRT,307.93,11.06,D
3.55623,20.3904,318.43,1.82,1.32,2022-02-26,0924,T,72,6.1NRT,297.31,19.52,D
3.55912,20.40148,318.07,1.82,1.32,2022-02-26,0924,T,66,6.1NRT,297.28,17.58,D
4.54004,13.65524,318.7,1.08,1.04,2022-02-26,0924,T,48,6.1NRT,303.32,6.24,D
4.50904,13.73869,317.71,1.07,1.03,2022-02-26,0924,T,64,6.1NRT,302.9,5.64,D
3.64112,19.61404,328.81,1.58,1.24,2022-02-26,0924,T,82,6.1NRT,298.09,38.14,D
4.83716,11.13977,318.47,1.51,1.21,2022-02-26,0924,T,56,6.1NRT,303.13,14.28,D
4.37776,14.19985,313.21,1.03,1.02,2022-02-26,0924,T,52,6.1NRT,293.43,8.76,D
4.76722,10.90059,323.71,1.57,1.24,2022-02-26,0924,T,77,6.1NRT,302.59,25.08,D
3.53032,19.29711,315.38,1.51,1.21,2022-02-26,0924,T,52,6.1NRT,293.48,10.91,D
4.76637,10.89445,321,1.57,1.24,2022-02-26,0924,T,73,6.1NRT,302.46,18.72,D
4.56236,12.16303,329.77,1.28,1.12,2022-02-26,0924,T,78,6.1NRT,302.92,26.98,D
4.56072,12.17443,323.5,1.28,1.12,2022-02-26,0924,T,77,6.1NRT,301.87,16.91,D
4.53574,12.20592,311.38,1.27,1.12,2022-02-26,0924,T,25,6.1NRT,299.04,5.7,D
4.53412,12.21731,320.52,1.27,1.12,2022-02-26,0924,T,73,6.1NRT,298.7,17.89,D
3.88632,16.41407,314.46,1.04,1.02,2022-02-26,0924,T,65,6.1NRT,300.83,9.63,D
3.47759,19.04206,315.2,1.45,1.19,2022-02-26,0924,T,35,6.1NRT,290.77,9.02,D
4.04104,15.17738,314.95,1,1,2022-02-26,0924,T,60,6.1NRT,300.94,5.78,D
3.47169,19.0479,315,1.45,1.19,2022-02-26,0924,T,65,6.1NRT,290.21,10.4,D
4.04404,15.03243,311.71,1,1,2022-02-26,0924,T,61,6.1NRT,297.27,4.99,D
4.26801,13.4307,314.76,1.09,1.04,2022-02-26,0924,T,57,6.1NRT,299.33,6.1,D
4.26661,13.44043,316.64,1.09,1.04,2022-02-26,0924,T,55,6.1NRT,299.1,7.18,D
4.62386,10.85512,315.49,1.58,1.24,2022-02-26,0924,T,63,6.1NRT,301.03,11.78,D
4.20861,13.3366,314.66,1.1,1.05,2022-02-26,0924,T,67,6.1NRT,298.46,7.88,D
4.51823,11.11162,319.68,1.5,1.21,2022-02-26,0924,T,67,6.1NRT,302.72,12.28,D
4.15037,13.0377,309.39,1.13,1.06,2022-02-26,0924,T,47,6.1NRT,296.27,5.77,D
4.08007,13.19157,314.81,1.12,1.05,2022-02-26,0924,T,67,6.1NRT,301.76,8.43,D
3.94279,13.20012,314.94,1.11,1.05,2022-02-26,0924,T,61,6.1NRT,297.92,8.63,D
2.96462,19.29536,315.25,1.54,1.22,2022-02-26,0924,T,69,6.1NRT,298.61,13.5,D
4.04466,11.63379,332.39,1.36,1.16,2022-02-26,0924,T,85,6.1NRT,300.19,37.54,D
2.79324,19.91228,321.23,1.72,1.29,2022-02-26,0924,T,72,6.1NRT,298.03,25.82,D
3.41565,14.54459,316.02,1.01,1,2022-02-26,0924,T,72,6.1NRT,301.76,8.58,D
2.87757,18.08533,310.05,1.28,1.12,2022-02-26,0924,T,58,6.1NRT,293.82,7.92,D
3.79776,11.65508,315.57,1.35,1.15,2022-02-26,0924,T,59,6.1NRT,299.36,8.66,D
2.88484,17.34114,308.78,1.16,1.07,2022-02-26,0924,T,33,6.1NRT,291.09,5.74,D
1.77679,20.69602,314.6,2.06,1.4,2022-02-26,0924,T,26,6.1NRT,294.22,15.84,D
1.74905,20.71055,321.23,2.07,1.4,2022-02-26,0924,T,55,6.1NRT,294.64,33,D
1.74495,20.72218,315.6,2.07,1.4,2022-02-26,0924,T,31,6.1NRT,294.64,20.96,D
1.96676,18.58175,309.63,1.42,1.18,2022-02-26,0924,T,59,6.1NRT,293.41,8.32,D
3.45907,5.55855,313.95,3.92,1.84,2022-02-26,0924,T,60,6.1NRT,292.37,69.98,D
3.46983,5.55424,313.11,3.92,1.84,2022-02-26,0924,T,57,6.1NRT,292.05,66.42,D
1.23431,19.58218,306.86,1.72,1.29,2022-02-26,0924,T,34,6.1NRT,289.92,7.53,D
1.17379,18.34809,309.23,1.4,1.17,2022-02-26,0924,T,27,6.1NRT,284.73,8.38,D
1.26714,17.0087,314.59,1.16,1.07,2022-02-26,0924,T,50,6.1NRT,301.42,8.8,D
0.98425,17.05564,316.81,1.18,1.08,2022-02-26,0924,T,33,6.1NRT,300.34,8.87,D
0.66743,17.19766,313.84,1.21,1.09,2022-02-26,0924,T,28,6.1NRT,298.34,6.95,D
0.42548,15.40059,314.24,1.03,1.01,2022-02-26,0924,T,65,6.1NRT,300.62,7.45,D
-0.07746,18.36308,310.54,1.47,1.2,2022-02-26,0924,T,57,6.1NRT,296.45,7.85,D
0.12535,15.3114,316.67,1.02,1.01,2022-02-26,0924,T,69,6.1NRT,303.37,8.92,D
0.01798,15.97997,315.15,1.07,1.03,2022-02-26,0924,T,67,6.1NRT,297.57,9.33,D
-0.04828,14.73551,315.17,1,1,2022-02-26,0924,T,67,6.1NRT,298.16,7.8,D
0.38672,9.60442,314.51,1.68,1.27,2022-02-26,0924,T,61,6.1NRT,296.22,11.35,D
-0.59333,15.75311,310.62,1.07,1.03,2022-02-26,0924,T,51,6.1NRT,295.88,5.02,D
-0.58584,14.94849,312.99,1.01,1.01,2022-02-26,0924,T,58,6.1NRT,296.93,5.76,D
-0.62059,14.74497,317.11,1.01,1,2022-02-26,0924,T,64,6.1NRT,298.98,6.75,D
-0.6219,14.75392,328.96,1.01,1,2022-02-26,0924,T,82,6.1NRT,300.78,19.27,D
-0.6795,15.02137,314.55,1.02,1.01,2022-02-26,0924,T,44,6.1NRT,298.45,5.41,D
-0.73781,12.97083,312.51,1.04,1.02,2022-02-26,0924,T,58,6.1NRT,297.94,6.07,D
-0.94775,13.45947,315.68,1.01,1.01,2022-02-26,0924,T,42,6.1NRT,297.68,7.09,D
-1.28212,13.91993,315.9,1,1,2022-02-26,0924,T,51,6.1NRT,300.93,6.91,D
-1.52623,14.39044,320.21,1,1,2022-02-26,0924,T,60,6.1NRT,301.66,6.89,D
-2.66722,17.9289,311.84,1.49,1.21,2022-02-26,0924,T,60,6.1NRT,291.67,9.42,D
-3.06422,17.34862,313.87,1.38,1.16,2022-02-26,0924,T,63,6.1NRT,293.5,10.13,D
-3.38101,19.45031,317.37,2,1.38,2022-02-26,0924,T,58,6.1NRT,292.47,26.41,D
-2.62353,14.2087,317.08,1,1,2022-02-26,0924,T,65,6.1NRT,301.06,8.23,D
-3.18975,18.125,312.92,1.57,1.24,2022-02-26,0924,T,61,6.1NRT,291.85,10.23,D
-3.38351,19.44343,311.7,2,1.38,2022-02-26,0924,T,52,6.1NRT,292.15,15.88,D
-3.38595,19.46125,311.42,2,1.38,2022-02-26,0924,T,45,6.1NRT,290.01,14.9,D
-6.69453,14.74001,318.31,1.09,1.04,2022-02-26,0926,T,71,6.1NRT,294.88,11.94,D
-6.71864,12.81045,317.79,1,1,2022-02-26,0926,T,50,6.1NRT,294.36,9,D
-6.85959,12.39177,314.18,1.01,1,2022-02-26,0926,T,49,6.1NRT,292.08,9.61,D
-7.67847,11.7633,314.61,1.03,1.01,2022-02-26,0926,T,58,6.1NRT,294.12,9.2,D
-7.68755,11.76197,328.14,1.03,1.01,2022-02-26,0926,T,81,6.1NRT,294.15,23.08,D
-7.84928,12.10851,312.37,1.01,1,2022-02-26,0926,T,54,6.1NRT,294.98,6.9,D
-7.85062,12.11758,312.14,1.01,1,2022-02-26,0926,T,53,6.1NRT,294.92,6.7,D
-12.90321,13.00709,320.66,1.05,1.02,2022-02-26,0928,T,47,6.1NRT,292.75,5.59,D
-14.86408,16.54445,325.91,1.79,1.31,2022-02-26,0928,T,79,6.1NRT,302.13,41.8,D
-14.86068,16.55526,317.64,1.8,1.31,2022-02-26,0928,T,39,6.1NRT,298.9,21.49,D
28.90745,19.77938,344.45,1.02,1.01,2022-02-26,0917,T,93,6.1NRT,294.76,47.09,D
25.52703,53.139,315.69,2.35,1.48,2022-02-26,0919,A,64,6.1NRT,292.82,45.33,D
28.74643,58.19442,324.81,1.06,1.03,2022-02-26,0919,A,64,6.1NRT,304.2,15.06,D
28.48207,49.70665,319.4,3.47,1.75,2022-02-26,0919,A,71,6.1NRT,287.88,102.27,D
28.49213,49.69672,312.33,3.47,1.75,2022-02-26,0919,A,54,6.1NRT,287.75,69.52,D
30.26474,47.70639,306.78,4.25,1.91,2022-02-26,0919,A,51,6.1NRT,292.17,30.37,D
30.52097,47.60188,319.07,4.25,1.91,2022-02-26,0919,A,75,6.1NRT,301.03,63.99,D
30.5237,47.59768,318.3,4.25,1.91,2022-02-26,0919,A,74,6.1NRT,300.97,62.82,D
30.75115,48.26196,311.27,3.8,1.82,2022-02-26,0919,A,67,6.1NRT,297.52,33.18,D
30.74201,48.25698,312.74,3.8,1.82,2022-02-26,0919,A,70,6.1NRT,297.51,41.21,D
30.60641,47.32752,316.38,4.41,1.93,2022-02-26,0919,A,71,6.1NRT,301.7,46.23,D
30.60782,47.32349,317.11,4.41,1.93,2022-02-26,0919,A,75,6.1NRT,301.73,53.2,D
30.99922,48.12032,319.53,3.82,1.83,2022-02-26,0919,A,77,6.1NRT,295.21,75.95,D
30.98958,48.11939,319.62,3.82,1.83,2022-02-26,0919,A,77,6.1NRT,294.17,76.7,D
32.11252,47.4065,314.33,3.97,1.85,2022-02-26,0919,A,35,6.1NRT,299.43,29.96,D
32.34825,47.70418,314.74,3.75,1.81,2022-02-26,0919,A,48,6.1NRT,300.73,43.74,D
36.85165,62.49656,318.5,1.44,1.19,2022-02-26,0921,A,71,6.1NRT,298.54,16.58,D
36.84997,62.48058,323.01,1.44,1.19,2022-02-26,0921,A,77,6.1NRT,296.86,24.15,D
36.85627,62.48871,326.9,1.44,1.19,2022-02-26,0921,A,81,6.1NRT,297.24,29.88,D
37.12191,61.07825,310.47,1.23,1.1,2022-02-26,0921,A,56,6.1NRT,298.42,6.42,D
37.28046,60.95369,309.86,1.22,1.1,2022-02-26,0921,A,54,6.1NRT,296.81,6.56,D
37.32098,61.04433,315.56,1.23,1.1,2022-02-26,0921,A,68,6.1NRT,295.55,13.12,D
37.44223,61.68904,313.1,1.33,1.14,2022-02-26,0921,A,62,6.1NRT,297.1,10.39,D
37.73589,64.67727,315.38,2,1.38,2022-02-26,0921,A,68,6.1NRT,297.06,23.83,D
37.73404,64.65472,310.28,1.99,1.38,2022-02-26,0921,A,52,6.1NRT,295.62,13.9,D
37.80859,65.26484,312.04,2.18,1.43,2022-02-26,0921,A,47,6.1NRT,292.57,20.38,D
37.80665,65.24018,312.86,2.17,1.43,2022-02-26,0921,A,48,6.1NRT,293.07,23.51,D
37.76825,64.76524,309.51,2.02,1.39,2022-02-26,0921,A,41,6.1NRT,294.79,11.83,D
37.68985,63.60529,335.03,1.71,1.28,2022-02-26,0921,A,87,6.1NRT,293.57,67.95,D
37.68803,63.58594,317.13,1.71,1.28,2022-02-26,0921,A,69,6.1NRT,294.55,21.28,D
37.42731,61.00563,307.96,1.23,1.1,2022-02-26,0921,A,19,6.1NRT,296.65,4.55,D
37.68905,63.618,309.52,1.72,1.29,2022-02-26,0921,A,20,6.1NRT,292.19,9.44,D
37.68735,63.59862,330.45,1.71,1.28,2022-02-26,0921,A,84,6.1NRT,293.85,53.45,D
37.42966,61.01234,308.94,1.23,1.1,2022-02-26,0921,A,44,6.1NRT,296.81,5.53,D
37.5909,62.33801,312.3,1.44,1.19,2022-02-26,0921,A,59,6.1NRT,298.37,10.6,D
37.42157,60.76365,311.73,1.2,1.09,2022-02-26,0921,A,60,6.1NRT,296.34,8.23,D
37.50626,61.15497,313.31,1.25,1.11,2022-02-26,0921,A,63,6.1NRT,297.94,9.94,D
37.50468,61.14092,310.36,1.25,1.11,2022-02-26,0921,A,52,6.1NRT,296.84,7.14,D
37.76196,63.42725,309.79,1.68,1.27,2022-02-26,0921,A,40,6.1NRT,295.22,8.72,D
37.78158,63.14148,320.01,1.61,1.25,2022-02-26,0921,A,73,6.1NRT,297.65,22.95,D
37.59174,61.02037,314.1,1.24,1.1,2022-02-26,0921,A,65,6.1NRT,299.23,9.99,D
37.80043,62.75981,313.95,1.53,1.22,2022-02-26,0921,A,58,6.1NRT,297.65,9.8,D
37.80256,62.75244,310.51,1.53,1.22,2022-02-26,0921,A,37,6.1NRT,297.96,5.04,D
37.6779,60.36008,312.23,1.16,1.07,2022-02-26,0921,A,62,6.1NRT,299.12,6.95,D
37.76272,60.63507,320.49,1.19,1.09,2022-02-26,0921,A,74,6.1NRT,298.64,16.11,D
37.99915,62.03394,313.67,1.4,1.17,2022-02-26,0921,A,59,6.1NRT,300.44,10.59,D
37.91677,58.74647,306.16,1.04,1.02,2022-02-26,0921,A,35,6.1NRT,292.81,4.39,D
38.30461,61.48463,312.52,1.33,1.14,2022-02-26,0921,A,52,6.1NRT,297.71,5.46,D
38.73481,60.61691,349.9,1.22,1.1,2022-02-26,0921,A,95,6.1NRT,301.07,74.56,D
38.73321,60.60297,313.62,1.22,1.1,2022-02-26,0921,A,36,6.1NRT,297.52,7.64,D
38.74463,60.61509,313.17,1.22,1.1,2022-02-26,0921,A,20,6.1NRT,299.39,7.25,D
39.09195,62.69963,317.74,1.58,1.24,2022-02-26,0921,A,52,6.1NRT,294.21,19.76,D
38.80342,59.73008,312.88,1.13,1.06,2022-02-26,0921,A,50,6.1NRT,296.85,5.31,D
38.80186,59.71722,314.82,1.12,1.06,2022-02-26,0921,A,59,6.1NRT,296.3,7.24,D
39.51447,62.97052,319.99,1.66,1.27,2022-02-26,0921,A,69,6.1NRT,289.09,31.9,D
40.32425,63.65343,314.2,1.86,1.33,2022-02-26,0921,A,65,6.1NRT,290.08,27.98,D
40.31638,63.64919,317.63,1.86,1.33,2022-02-26,0921,A,71,6.1NRT,292.14,34.92,D
40.34815,63.44812,311.37,1.81,1.32,2022-02-26,0921,A,53,6.1NRT,296.99,11.63,D
40.43436,63.38552,323.21,1.8,1.32,2022-02-26,0921,A,73,6.1NRT,295.97,37.05,D
40.44618,63.38382,339.71,1.8,1.32,2022-02-26,0921,A,90,6.1NRT,297.63,86.51,D
40.49531,63.32848,320.14,1.79,1.31,2022-02-26,0921,A,74,6.1NRT,296.76,30.44,D
40.03558,57.26671,332.47,1.01,1,2022-02-26,0921,A,75,6.1NRT,294.07,27.34,D
41.8844,68.0408,317.3,3.55,1.77,2022-02-26,0921,A,62,6.1NRT,293.61,73.68,D
41.87591,68.03696,313.86,3.55,1.77,2022-02-26,0921,A,61,6.1NRT,293.78,55.94,D
41.73759,60.92283,305.63,1.37,1.16,2022-02-26,0921,A,50,6.1NRT,290.28,5.06,D
41.61519,59.68279,305.36,1.2,1.09,2022-02-26,0921,A,52,6.1NRT,290.21,4.55,D
41.82587,61.16174,311.97,1.41,1.18,2022-02-26,0921,A,27,6.1NRT,292.92,11.74,D
41.70934,59.08032,314.07,1.14,1.06,2022-02-26,0921,A,71,6.1NRT,293,11.06,D
41.70775,59.06673,318.14,1.14,1.06,2022-02-26,0921,A,77,6.1NRT,293.58,14.93,D
41.69316,58.78091,310.19,1.11,1.05,2022-02-26,0921,A,67,6.1NRT,294.16,6.72,D
42.14677,58.89959,311.16,1.13,1.06,2022-02-26,0921,A,68,6.1NRT,290.66,9.68,D
42.20148,58.67416,311.07,1.12,1.05,2022-02-26,0921,A,68,6.1NRT,293.68,8.36,D
42.51178,61.51036,328.82,1.5,1.21,2022-02-26,0921,A,84,6.1NRT,292.69,42.9,D
42.51008,61.4921,310.84,1.5,1.21,2022-02-26,0921,A,64,6.1NRT,292.73,11.06,D
42.30202,59.11528,303.51,1.16,1.07,2022-02-26,0921,A,32,6.1NRT,286.64,6.48,D
42.51512,59.28971,304.95,1.18,1.08,2022-02-26,0921,A,49,6.1NRT,291.02,6.33,D
42.54628,59.27622,321.61,1.18,1.08,2022-02-26,0921,A,79,6.1NRT,289.66,23.75,D
42.54468,59.26191,306.16,1.18,1.08,2022-02-26,0921,A,52,6.1NRT,291.04,7.37,D
42.57374,59.43293,306.42,1.2,1.09,2022-02-26,0921,A,53,6.1NRT,289.2,7.32,D
42.58349,59.43091,307.27,1.2,1.09,2022-02-26,0921,A,59,6.1NRT,288.35,8.21,D
42.52666,58.84904,311.95,1.14,1.06,2022-02-26,0921,A,68,6.1NRT,282.79,14.24,D
42.49368,58.41225,307.47,1.1,1.05,2022-02-26,0921,A,60,6.1NRT,293.78,5.75,D
42.59447,59.17848,325.67,1.17,1.08,2022-02-26,0921,A,83,6.1NRT,288.25,28.33,D
42.65854,59.38031,332.62,1.2,1.09,2022-02-26,0921,A,87,6.1NRT,290.95,39.95,D
42.65692,59.3658,312.47,1.2,1.09,2022-02-26,0921,A,69,6.1NRT,291.15,12.37,D
42.58601,58.74627,305.56,1.13,1.06,2022-02-26,0921,A,51,6.1NRT,277.22,9.73,D
42.72844,59.18156,324.6,1.18,1.08,2022-02-26,0924,A,82,6.1NRT,290.07,26.87,D
42.72682,59.16727,318.16,1.18,1.08,2022-02-26,0924,A,77,6.1NRT,289.56,18.5,D
42.74938,59.1918,327.47,1.18,1.08,2022-02-26,0924,A,84,6.1NRT,291.04,28.16,D
42.84548,59.15147,314.2,1.18,1.08,2022-02-26,0924,A,72,6.1NRT,293.9,12.61,D
42.84385,59.13716,325.83,1.18,1.08,2022-02-26,0924,A,83,6.1NRT,295.32,26.87,D
42.9063,59.60362,311.48,1.23,1.1,2022-02-26,0924,A,69,6.1NRT,293.85,11,D
44.8564,64.0324,301.05,2.22,1.44,2022-02-26,0924,A,44,6.1NRT,284.9,14.27,D
44.86626,64.02638,300.01,2.22,1.44,2022-02-26,0924,A,18,6.1NRT,285.07,11.86,D
43.56879,45.21392,301.39,2.57,1.54,2022-02-26,0924,A,47,6.1NRT,285.77,18.14,D
45.77622,48.7094,329.83,1.47,1.2,2022-02-26,0924,A,0,6.1NRT,272.57,57.67,D
45.98695,48.46452,304.1,1.49,1.21,2022-02-26,0924,A,18,6.1NRT,285.26,9.57,D
45.98318,48.4459,331.84,1.5,1.21,2022-02-26,0924,A,88,6.1NRT,286.94,53.83,D
45.97939,48.42725,329.52,1.5,1.21,2022-02-26,0924,A,70,6.1NRT,286.51,47.1,D
45.9861,48.4041,319.06,1.5,1.21,2022-02-26,0924,A,63,6.1NRT,286.64,27.42,D
46.0071,48.39519,334.16,1.5,1.21,2022-02-26,0924,A,82,6.1NRT,286.52,56.6,D
46.08705,48.74008,323.26,1.44,1.19,2022-02-26,0924,A,0,6.1NRT,283.11,31.18,D
46.08349,48.72203,317.8,1.45,1.19,2022-02-26,0924,A,0,6.1NRT,284.01,22.52,D
45.99792,48.16525,318.03,1.54,1.22,2022-02-26,0924,A,78,6.1NRT,286.05,27.66,D
45.99395,48.14605,326.29,1.55,1.23,2022-02-26,0924,A,80,6.1NRT,286.36,44.71,D
46.02034,48.21809,315.87,1.53,1.22,2022-02-26,0924,A,72,6.1NRT,285.02,24.88,D
46.00457,48.1415,304.68,1.55,1.23,2022-02-26,0924,A,17,6.1NRT,286.03,9.24,D
46.07608,48.37915,301.22,1.5,1.21,2022-02-26,0924,A,42,6.1NRT,283.03,6.95,D
46.15951,48.68319,326.62,1.45,1.19,2022-02-26,0924,A,64,6.1NRT,283.81,42.09,D
46.15592,48.66507,324.84,1.45,1.19,2022-02-26,0924,A,0,6.1NRT,283.3,39.1,D
46.0857,48.31382,331.5,1.51,1.21,2022-02-26,0924,A,87,6.1NRT,286.91,55.26,D
46.08189,48.29494,334.39,1.51,1.21,2022-02-26,0924,A,89,6.1NRT,287.6,62.62,D
46.1671,48.47694,362.21,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,288.29,159.64,D
46.02479,47.78618,301.25,1.61,1.25,2022-02-26,0924,A,45,6.1NRT,286.29,6.89,D
46.18124,48.49097,326.37,1.47,1.2,2022-02-26,0924,A,59,6.1NRT,285.63,36.89,D
46.17752,48.47252,422.55,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,299.19,732.5,D
46.17379,48.45404,375.82,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,291.55,236.95,D
46.13199,48.24818,307.29,1.52,1.22,2022-02-26,0924,A,65,6.1NRT,286.56,13.62,D
46.03559,47.78147,305.12,1.61,1.25,2022-02-26,0924,A,61,6.1NRT,286.85,11.22,D
46.19165,48.48656,322.58,1.47,1.2,2022-02-26,0924,A,74,6.1NRT,285.59,30.93,D
46.18793,48.46811,417.53,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,296.38,659.32,D
46.18422,48.44962,363.99,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,290.07,166.11,D
46.19835,48.46369,373.55,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,289.13,222.77,D
46.19464,48.44519,378.28,1.48,1.2,2022-02-26,0924,A,100,6.1NRT,290.7,255.46,D
45.39461,44.68382,301.98,2.43,1.5,2022-02-26,0924,A,50,6.1NRT,284.54,20.02,D
46.19426,48.25556,300.88,1.51,1.21,2022-02-26,0924,A,37,6.1NRT,285.84,6.02,D
46.20477,48.25104,301.87,1.51,1.21,2022-02-26,0924,A,49,6.1NRT,286.01,7.22,D
46.19856,48.10883,302.07,1.54,1.22,2022-02-26,0924,A,50,6.1NRT,282.9,8.05,D
46.27465,47.79515,300.39,1.58,1.24,2022-02-26,0924,A,36,6.1NRT,285.72,6.86,D
46.27473,47.78801,302.25,1.58,1.24,2022-02-26,0924,A,51,6.1NRT,285.95,8.31,D
46.2626,47.6189,304.81,1.62,1.25,2022-02-26,0924,A,52,6.1NRT,286.68,10.21,D
46.29028,47.69439,310.55,1.6,1.25,2022-02-26,0924,A,0,6.1NRT,286.29,18.29,D
46.76743,48.11577,302.03,1.49,1.2,2022-02-26,0924,A,50,6.1NRT,283.69,6.36,D
47.06961,47.51659,300.2,1.56,1.23,2022-02-26,0924,A,0,6.1NRT,284.47,6.36,D
47.52354,47.07544,310.81,1.6,1.24,2022-02-26,0924,A,49,6.1NRT,278.02,22.36,D
20.3175,40.89742,340.14,1.35,1.15,2022-02-26,1055,A,84,6.1NRT,307.87,39.04,D
20.31594,40.88465,335.38,1.35,1.15,2022-02-26,1055,A,77,6.1NRT,309,26.84,D
37.07812,30.23897,306.02,1.12,1.05,2022-02-26,1100,A,63,6.1NRT,289.7,7.44,D
38.49422,30.86122,304.14,1.04,1.02,2022-02-26,1102,A,58,6.1NRT,286.95,6.14,D
41.03555,22.65156,302.45,2.29,1.47,2022-02-26,1102,A,49,6.1NRT,289.32,14.22,D
41.02968,22.62533,303.41,2.3,1.47,2022-02-26,1102,A,56,6.1NRT,289.84,16.27,D
41.03259,22.64549,305.3,2.29,1.47,2022-02-26,1102,A,61,6.1NRT,288.94,21.44,D
42.08555,25.22879,302.79,1.55,1.23,2022-02-26,1102,A,54,6.1NRT,288.96,8.64,D
42.21365,24.47024,303.35,1.69,1.28,2022-02-26,1102,A,56,6.1NRT,290.22,9.97,D
42.73018,26.73739,302.09,1.27,1.12,2022-02-26,1102,A,51,6.1NRT,288.21,6.94,D
42.72739,26.72235,300.79,1.27,1.12,2022-02-26,1102,A,42,6.1NRT,288.1,6.04,D
44.09703,27.23871,304.13,1.15,1.07,2022-02-26,1102,A,58,6.1NRT,285.78,7.39,D
44.09457,27.22453,301.62,1.16,1.07,2022-02-26,1102,A,47,6.1NRT,286.1,5.49,D
44.83919,29.21672,324.96,1.02,1.01,2022-02-26,1102,A,83,6.1NRT,282.73,25.75,D
44.87558,29.27151,313.74,1.01,1.01,2022-02-26,1102,A,57,6.1NRT,280.31,12.51,D
44.87365,29.25891,343.17,1.01,1.01,2022-02-26,1102,A,93,6.1NRT,281.41,50.2,D
44.88254,29.25616,314.62,1.01,1.01,2022-02-26,1102,A,44,6.1NRT,284.65,13.18,D
45.1971,29.61501,339.75,1,1,2022-02-26,1102,A,68,6.1NRT,281.17,45.34,D
45.31775,26.68208,328.35,1.16,1.07,2022-02-26,1102,A,81,6.1NRT,276.71,36.05,D
45.32233,26.69028,325.76,1.16,1.07,2022-02-26,1102,A,60,6.1NRT,279.47,32.36,D
45.31981,26.67612,315.63,1.16,1.07,2022-02-26,1102,A,0,6.1NRT,275.62,20.24,D
46.59187,32.76978,324.99,1.13,1.06,2022-02-26,1102,A,83,6.1NRT,284.35,29.13,D
46.69876,32.81163,301.91,1.13,1.06,2022-02-26,1104,A,0,6.1NRT,285.46,6.77,D
46.72458,32.69957,323.34,1.13,1.06,2022-02-26,1104,A,82,6.1NRT,286.13,25.26,D
46.72286,32.68498,322.26,1.12,1.06,2022-02-26,1104,A,82,6.1NRT,285.4,23.84,D
46.80665,33.32717,306.33,1.19,1.08,2022-02-26,1104,A,58,6.1NRT,283.91,8.81,D
46.80492,33.31177,306.24,1.18,1.08,2022-02-26,1104,A,55,6.1NRT,284.12,8.65,D
46.46811,30.41509,300.68,1.01,1,2022-02-26,1104,A,40,6.1NRT,285.04,3.81,D
46.84555,33.21783,335.47,1.18,1.08,2022-02-26,1104,A,90,6.1NRT,287.69,46.28,D
46.84384,33.20255,326.21,1.17,1.08,2022-02-26,1104,A,84,6.1NRT,287.87,30.8,D
47.49397,30.83686,312.51,1.03,1.01,2022-02-26,1104,A,73,6.1NRT,286.36,12.95,D
48.16553,30.6199,311.19,1.03,1.01,2022-02-26,1104,A,71,6.1NRT,275.54,12.62,D
48.16374,30.6062,303.73,1.03,1.01,2022-02-26,1104,A,57,6.1NRT,274.45,7.38,D
51.51666,31.31101,301.9,1.15,1.07,2022-02-26,1104,A,37,6.1NRT,280.99,7.52,D
